#Wavelength              Voltage

6600.039062		0.000300
6600.039062		0.000300
6600.039062		0.000300
6600.078125		0.000300
6600.078125		0.000300
6600.117187		0.000300
6600.117187		0.000250
6600.117187		0.000250
6600.156250		0.000300
6600.156250		0.000300
6600.195312		0.000300
6600.195312		0.000300
6600.195312		0.000300
6600.234375		0.000300
6600.234375		0.000300
6600.234375		0.000300
6600.273437		0.000250
6600.273437		0.000350
6600.312500		0.000300
6600.312500		0.000300
6600.312500		0.000300
6600.351562		0.000300
6600.351562		0.000300
6600.390625		0.000300
6600.390625		0.000300
6600.390625		0.000300
6600.429687		0.000300
6600.429687		0.000300
6600.429687		0.000350
6600.468750		0.000350
6600.468750		0.000350
6600.468750		0.000350
6600.507812		0.000400
6600.507812		0.000350
6600.546875		0.000350
6600.546875		0.000300
6600.546875		0.000350
6600.585937		0.000350
6600.585937		0.000350
6600.585937		0.000350
6600.625000		0.000350
6600.625000		0.000350
6600.664062		0.000350
6600.664062		0.000400
6600.664062		0.000400
6600.703125		0.000400
6600.703125		0.000400
6600.742187		0.000400
6600.742187		0.000400
6600.742187		0.000400
6600.781250		0.000500
6600.781250		0.000400
6600.820312		0.000500
6600.820312		0.000500
6600.820312		0.000500
6600.859375		0.000500
6600.859375		0.000500
6600.859375		0.000550
6600.898437		0.000600
6600.898437		0.000600
6600.937500		0.000600
6600.937500		0.000650
6600.937500		0.000650
6600.976562		0.000650
6600.976562		0.000750
6600.976562		0.000650
6601.015625		0.000750
6601.015625		0.000750
6601.054687		0.000750
6601.054687		0.000750
6601.054687		0.000750
6601.093750		0.000750
6601.093750		0.000750
6601.132812		0.000750
6601.132812		0.000800
6601.132812		0.000800
6601.171875		0.000800
6601.171875		0.000800
6601.171875		0.000800
6601.210937		0.000800
6601.210937		0.000800
6601.250000		0.000850
6601.250000		0.000800
6601.250000		0.000850
6601.289062		0.000850
6601.289062		0.000850
6601.289062		0.000900
6601.328125		0.000900
6601.328125		0.000900
6601.367187		0.001000
6601.367187		0.001000
6601.367187		0.001000
6601.406250		0.001050
6601.406250		0.001150
6601.406250		0.001250
6601.445312		0.001300
6601.445312		0.001350
6601.484375		0.001400
6601.484375		0.001500
6601.484375		0.001500
6601.523437		0.001500
6601.523437		0.001500
